packet_id,benchmark,criterion,provider,label,evidence_refs,evidence_note,confidence
B007,DS-1000,Grading rules & tie-breaking,gemini,not-applicable,"[{""source_id"":""E002"",""line_start"":45,""line_end"":54}]",Grading is binary based on whether execution passes or fails (raising an error or timing out). There are no tie-breaking or partial-credit policies.,high
B007,DS-1000,Predictions->aggregate-score mapping,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":48,""line_end"":61},{""source_id"":""E001"",""line_start"":70,""line_end"":73},{""source_id"":""E002"",""line_start"":73,""line_end"":77}]","Single prediction mapped to a boolean pass via tests. README shows a table with counts and mean by library and overall mean, implying averages of pass rates, but the exact computation/mapping procedure is not fully specified.",medium
B007,DS-1000,Predictions->aggregate-score mapping,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":37,""line_end"":61}]",README shows how per-problem pass/fail results are aggregated into per-library and overall mean scores via test_ds1000.py output.,high
B007,DS-1000,Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":43,""line_end"":44}]",The overall aggregation script (e.g. test_ds1000.py) is referenced in the README but its code is not included in the provided packet.,medium
B007,DS-1000,Sample predictions / trajectories,openai,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":37,""line_end"":44},{""source_id"":""E001"",""line_start"":63,""line_end"":63}]","README mentions evaluation of codex002-answers.jsonl and a results folder with new model results, implying example predictions/scores exist, but these files are not present in the provided packet for inspection.",high
B007,DS-1000,Sample predictions / trajectories,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":37,""line_end"":37}]",README references data/codex002-answers.jsonl as sample predictions evaluated by the script.,high
B007,DS-1000,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":37}]","The README mentions codex002-answers.jsonl, but the actual sample predictions/outputs are not present in the packet.",high
B008,DSBench,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":13,""line_end"":20},{""source_id"":""E003"",""line_start"":9,""line_end"":20},{""source_id"":""E004"",""line_start"":9,""line_end"":20},{""source_id"":""E001"",""line_start"":24,""line_end"":30}]","Eval scripts imply CSV inputs for answers and predictions with specific column names (e.g., 'count', 'target') and CLI args for file paths, but there is no comprehensive description of the overall benchmark I/O schema or formats for all tasks.",high
B008,DSBench,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":13,""line_end"":24}]","Scripts show CSV answer_file/predict_file with named value columns, but no formal schema doc for task inputs/outputs across the full benchmark.",medium
B008,DSBench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":13,""line_end"":26}]",The evaluation scripts verify that inputs and outputs are CSV files containing specific column names like 'count' or 'target' which are read using pandas.,high
B008,DSBench,Metric definition,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":7,""line_end"":11},{""source_id"":""E002"",""line_start"":26,""line_end"":27},{""source_id"":""E003"",""line_start"":6,""line_end"":7},{""source_id"":""E003"",""line_start"":22,""line_end"":22},{""source_id"":""E004"",""line_start"":6,""line_end"":7},{""source_id"":""E004"",""line_start"":22,""line_end"":22}]","RMSLE is implemented explicitly for bike-sharing-demand. ROC AUC is used via sklearn for two cat-in-the-dat tasks. Other task metrics, if any, are not visible in this packet, so only a subset of metric definitions is documented.",high
B008,DSBench,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":7,""line_end"":11},{""source_id"":""E003"",""line_start"":6,""line_end"":22}]",RMSLE and ROC-AUC metrics explicitly implemented in evaluator scripts for specific tasks.,high
B008,DSBench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":7,""line_end"":11},{""source_id"":""E003"",""line_start"":6,""line_end"":6},{""source_id"":""E003"",""line_start"":22,""line_end"":22}]","Metrics like RMSLE are explicitly defined in Python code, and standard ones like ROC AUC are imported from sklearn.metrics.",high
B008,DSBench,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":29},{""source_id"":""E003"",""line_start"":1,""line_end"":25},{""source_id"":""E004"",""line_start"":1,""line_end"":25},{""source_id"":""E001"",""line_start"":39,""line_end"":45}]","Python evaluation scripts exist for three specific data modeling tasks, writing a numeric performance to result.txt. The README refers to broader evaluation (data analysis and other modeling tasks), but their evaluator implementations are not shown in this packet.",high
B008,DSBench,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":29},{""source_id"":""E003"",""line_start"":1,""line_end"":25},{""source_id"":""E004"",""line_start"":1,""line_end"":25}]",Multiple per-task evaluation scripts present in repo computing scores from prediction/answer files.,high
B008,DSBench,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":29},{""source_id"":""E003"",""line_start"":1,""line_end"":25}]",Complete evaluation scripts for individual data modeling tasks are fully implemented and available in the data_modeling/evaluation/ directory.,high
B008,DSBench,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E001"",""line_start"":24,""line_end"":31},{""source_id"":""E002"",""line_start"":26,""line_end"":29},{""source_id"":""E003"",""line_start"":22,""line_end"":25},{""source_id"":""E004"",""line_start"":22,""line_end"":25}]","Per-task scripts compute a single score and write it to result.txt, but there is no description of how scores across tasks are combined, how failures or missing outputs are handled, or any tie-breaking or leaderboard rules.",high
B008,DSBench,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":36,""line_end"":54}]","No mention of grading thresholds, pass/fail criteria, or tie-breaking rules in README or evaluator scripts shown.",medium
B008,DSBench,Grading rules & tie-breaking,gemini,not-applicable,"[{""source_id"":""E002"",""line_start"":26,""line_end"":29}]","Evaluations are purely numerical performance metrics (RMSLE, ROC AUC) written directly to output files, so discrete grading rules or tie-breaking do not apply.",high
B008,DSBench,Predictions->aggregate-score mapping,openai,not-documented,"[{""source_id"":""E002"",""line_start"":23,""line_end"":29},{""source_id"":""E003"",""line_start"":19,""line_end"":25},{""source_id"":""E004"",""line_start"":19,""line_end"":25},{""source_id"":""E001"",""line_start"":46,""line_end"":54}]","Scripts map predictions and answers to a single per-task numeric metric and save it, but there is no documentation or code here showing how multiple task scores are aggregated into an overall benchmark score.",high
B008,DSBench,Predictions->aggregate-score mapping,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":46,""line_end"":54}]",Results figures referenced but no documented method for aggregating per-task scores into overall benchmark score.,medium
B008,DSBench,Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":43,""line_end"":44}]",The provided code only contains individual evaluation scripts; any master aggregation logic or predictions-to-aggregate mapping across all tasks is not present in the packet.,high
B008,DSBench,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":39,""line_end"":45},{""source_id"":""E002"",""line_start"":23,""line_end"":27},{""source_id"":""E003"",""line_start"":19,""line_end"":23},{""source_id"":""E004"",""line_start"":19,""line_end"":23}]","The repository excerpt mentions usage and evaluation but does not provide any example prediction files, trajectories, or reference outputs illustrating the expected prediction format beyond column names in code.",high
B008,DSBench,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":1,""line_end"":72}]",No sample predictions or agent trajectories are shown or linked in the inspected packet.,medium
B008,DSBench,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":43,""line_end"":44}]","The packet contains only code for evaluating predictions (e.g. answer_file, predict_file arguments) but does not supply actual sample predictions or model trajectories.",high
B009,DataSciBench,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":69,""line_end"":88},{""source_id"":""E002"",""line_start"":135,""line_end"":143},{""source_id"":""E002"",""line_start"":169,""line_end"":176},{""source_id"":""E003"",""line_start"":68,""line_end"":76}]","Evaluator expects text log files in specific subfolders and formats defined by regex patterns, and outputs a CSV with defined columns, but the full schema and example input logs are not comprehensively documented.",high
B009,DataSciBench,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":31,""line_end"":44}]","Input is raw werewolf game log txt files organized into subfolders; no formal schema documented, only inferred from parsing code and comments.",medium
B009,DataSciBench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":46,""line_end"":57},{""source_id"":""E003"",""line_start"":74,""line_end"":77}]",The log format and expected vote regex schema are clearly documented and structured using string patterns and inline log examples.,high
B009,DataSciBench,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":73,""line_end"":91},{""source_id"":""E002"",""line_start"":112,""line_end"":115},{""source_id"":""E002"",""line_start"":135,""line_end"":143},{""source_id"":""E002"",""line_start"":169,""line_end"":188},{""source_id"":""E003"",""line_start"":120,""line_end"":127}]","Docstrings and code define good_vote_rate (correct non-werewolf votes / non-werewolves), avg_rate (mean good_vote_rate per game), vote1_rate (first-round accuracy), and votewolf_difficulty; conversions to percentages are explicit.",high
B009,DataSciBench,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":73,""line_end"":133}]","good_vote_rate, avg_rate, vote1_rate, and votewolf_difficulty are explicitly defined and computed in code with docstrings explaining formulas.",high
B009,DataSciBench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":73,""line_end"":133}]","The metrics 'good_vote_rate', 'votewolf_difficulty', and correct vote tracking are explicitly defined mathematically and programmatically.",high
B009,DataSciBench,Evaluator implementation available,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":22,""line_end"":31},{""source_id"":""E002"",""line_start"":37,""line_end"":43},{""source_id"":""E002"",""line_start"":73,""line_end"":90},{""source_id"":""E002"",""line_start"":135,""line_end"":190},{""source_id"":""E002"",""line_start"":206,""line_end"":213},{""source_id"":""E003"",""line_start"":68,""line_end"":76}]","The Vote class and Utils class implement full evaluation logic: log extraction, parsing, metric computation, dataframe assembly, and CSV writing. A main block shows how to invoke get_eval_csv with IN_PATH and output path.",high
B009,DataSciBench,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":218},{""source_id"":""E003"",""line_start"":1,""line_end"":134}]","Full evaluator implementation (Vote class, Utils class) is present in eval.py and utils.py, runnable end-to-end producing a CSV.",high
B009,DataSciBench,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":23,""line_end"":218}]","The complete execution flow for parsing logs, extracting metrics, and saving output dataframes is provided in eval.py.",high
B009,DataSciBench,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E002"",""line_start"":69,""line_end"":91},{""source_id"":""E002"",""line_start"":169,""line_end"":190}]","Code computes continuous accuracy metrics but there is no description of any grading thresholds, ranking criteria, or tie-breaking rules for comparing systems.",high
B009,DataSciBench,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E002"",""line_start"":100,""line_end"":115}]","No tie-breaking rules are mentioned; rate calculation is deterministic average, but no discussion of ties or edge cases like zero votes.",medium
B009,DataSciBench,Grading rules & tie-breaking,gemini,not-applicable,"[{""source_id"":""E002"",""line_start"":106,""line_end"":115}]","The evaluator calculates purely statistical accuracy percentages of votes, making grading tiers and competitive tie-breaking rules not applicable.",high
B009,DataSciBench,Predictions->aggregate-score mapping,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":92,""line_end"":115},{""source_id"":""E002"",""line_start"":169,""line_end"":185},{""source_id"":""E002"",""line_start"":192,""line_end"":201}]","Implementation shows mapping from individual vote lines to per-round good_vote_rate, then averaging per file for avg_rate and selecting vote_1 rows for vote1_rate. Groupby and mean operations are explicit and reproducible.",high
B009,DataSciBench,Predictions->aggregate-score mapping,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":169,""line_end"":213}]","calc_avg_rate and get_eval_csv show explicit mapping from per-vote predictions to aggregated CSV metrics (avg_rate, vote1_rate).",high
B009,DataSciBench,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":169,""line_end"":190}]",The programmatic aggregation from individual round votes to average rates (avg_rate and vote1_rate) is clearly implemented.,high
B009,DataSciBench,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E002"",""line_start"":50,""line_end"":57},{""source_id"":""E003"",""line_start"":108,""line_end"":118}]","Docstrings give illustrative text snippets, but no concrete log files, full example trajectories, or sample evaluation runs are included in the packet.",high
B009,DataSciBench,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":20}]","No sample log files, trajectories, or example outputs are included in the packet; only code referencing external log folders not shown.",medium
B009,DataSciBench,Sample predictions / trajectories,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":50,""line_end"":57},{""source_id"":""E002"",""line_start"":79,""line_end"":85}]","While inline docstring examples of vote log text are provided, actual sample log files from the '01-10', '11-20', or '21-30' folders are not included in the packet.",high
B010,DiscoveryBench,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":57,""line_end"":73},{""source_id"":""E002"",""line_start"":18,""line_end"":35},{""source_id"":""E002"",""line_start"":37,""line_end"":50}]","CLI options document that evaluation takes gold/predicted hypotheses and workflows as strings, a metadata JSON file (real/synth), a query string, and outputs JSON. Internal structure of eval_result and detailed field schemas are not shown.",high
B010,DiscoveryBench,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":18,""line_end"":36}]","CLI options define gold/pred hypothesis, workflow, metadata inputs, but no formal schema for metadata_path JSON contents or output structure is shown.",medium
B010,DiscoveryBench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":18,""line_end"":35}]","The CLI options and parameter requirements define the inputs (gold_hypo, gold_workflow, pred_hypo, pred_workflow, metadata_path, metadata_type, and query) and outputs (eval_output_path) for the evaluator.",high
B010,DiscoveryBench,Metric definition,openai,not-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":4},{""source_id"":""E002"",""line_start"":37,""line_end"":50}]","The script calls run_eval_gold_vs_gen_NL_hypo_workflow, but no description of what metrics are computed, how they are defined, or how they relate to the task is present in the provided files.",high
B010,DiscoveryBench,Metric definition,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":16,""line_end"":16},{""source_id"":""E002"",""line_start"":40,""line_end"":50}]","README mentions 'faceted evaluation' scoring open-ended answers, but exact metric computation is inside run_eval_gold_vs_gen_NL_hypo_workflow, not shown in packet.",medium
B010,DiscoveryBench,Metric definition,gemini,not-documented,"[{""source_id"":""E002"",""line_start"":40,""line_end"":50}]",The exact metric definition evaluated by run_eval_gold_vs_gen_NL_hypo_workflow is not documented in the provided packet sources.,high
B010,DiscoveryBench,Evaluator implementation available,openai,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":27,""line_end"":30},{""source_id"":""E002"",""line_start"":1,""line_end"":4},{""source_id"":""E002"",""line_start"":37,""line_end"":50}]","README states evaluation scripts are in eval and discovery_eval.py imports run_eval_gold_vs_gen_NL_hypo_workflow from eval.new_eval, but new_eval’s implementation is not included in the packet, so the core evaluator cannot be inspected.",high
B010,DiscoveryBench,Evaluator implementation available,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":3}]","Evaluator entrypoint discovery_eval.py imports run_eval_gold_vs_gen_NL_hypo_workflow from eval.new_eval, but that module's implementation is not included in the packet.",medium
B010,DiscoveryBench,Evaluator implementation available,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":3}]","The wrapper discovery_eval.py is provided, but the core evaluator implementation in `eval.new_eval` is imported and not included in the packet.",high
B010,DiscoveryBench,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E002"",""line_start"":37,""line_end"":50}]","There is no description of how partial credit, ties, or ambiguous cases are handled inside run_eval_gold_vs_gen_NL_hypo_workflow or elsewhere in the provided artifacts.",high
B010,DiscoveryBench,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E002"",""line_start"":40,""line_end"":50}]","No grading rules, thresholds, or tie-breaking logic are shown; only a function call with an LLM used for evaluation.",medium
B010,DiscoveryBench,Grading rules & tie-breaking,gemini,not-documented,"[{""source_id"":""E002"",""line_start"":3,""line_end"":3}]","Grading logic, criteria, and any rules/tie-breaking are omitted from the provided packet sources as they reside in eval.new_eval.",high
B010,DiscoveryBench,Predictions->aggregate-score mapping,openai,not-documented,"[{""source_id"":""E002"",""line_start"":40,""line_end"":52}]","The script prints and writes eval_result but provides no documentation of its contents, scoring fields, or how per-item scores (if any) are aggregated into overall metrics.",high
B010,DiscoveryBench,Predictions->aggregate-score mapping,anthropic,not-documented,"[{""source_id"":""E002"",""line_start"":52,""line_end"":58}]",Output is printed/written per single query eval_result; no aggregation across multiple predictions into a benchmark score is documented in packet.,medium
B010,DiscoveryBench,Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E002"",""line_start"":40,""line_end"":56}]",No mapping of individual predictions to an aggregate score is explained or documented in the provided files.,high
B010,DiscoveryBench,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":25,""line_end"":30},{""source_id"":""E001"",""line_start"":57,""line_end"":73}]","README and scripts describe how to run agents and evaluation but do not include example prediction files, trajectories, or concrete input-output pairs for the evaluator.",high
B010,DiscoveryBench,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":25,""line_end"":30}]",README references dataset and eval folders but no sample prediction outputs or trajectories are shown in the packet.,low
B010,DiscoveryBench,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":25,""line_end"":30}]","No sample predictions, agent trajectories, or evaluation output files are provided in the current packet.",high
B011,Dr.Spider,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":31,""line_end"":33},{""source_id"":""E002"",""line_start"":19,""line_end"":33},{""source_id"":""E003"",""line_start"":12,""line_end"":19}]","README and scripts specify file locations and some structure (plain-text pred.sql; JSON with q_id_spider_dev; tables/databases copies), but do not fully define the evaluator’s required input/output schema or JSON field specs beyond q_id_spider_dev.",high
B011,Dr.Spider,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":25,""line_end"":32}]","README describes folder structure, question/table/db files, and pred.sql format, but no formal schema for JSON fields is given.",medium
B011,Dr.Spider,Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":27,""line_end"":33}]","The schema is partially documented: questions are stored in JSON format containing at least a 'q_id_spider_dev' integer key, and predicted output consists of one SQL query per line. Full schema details for tables.json and databases are omitted.",high
B011,Dr.Spider,Metric definition,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":38},{""source_id"":""E001"",""line_start"":45,""line_end"":56}]","Metric is described as execution (EX) accuracy with macro averages across perturbation test sets. However, exact execution-match rules, handling of errors/timeouts, and detailed averaging formula are delegated to an external test-suite and not defined here.",high
B011,Dr.Spider,Metric definition,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":45,""line_end"":46}]","README states EX (execution accuracy) is used and reports pre/post-perturbation results, but no formal metric definition is given in-repo.",medium
B011,Dr.Spider,Metric definition,gemini,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":45,""line_end"":46}]","The README mentions pre-perturbation and post-perturbation execution (EX) accuracy, but the exact metric formulation and code implementation are not contained within the provided packet.",high
B011,Dr.Spider,Evaluator implementation available,openai,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":37,""line_end"":38}]","README instructs using the “test-suite evaluation” via an external GitHub link, but that code is not included in this packet and cannot be inspected here, so the evaluator implementation cannot be verified from the provided artifacts.",high
B011,Dr.Spider,Evaluator implementation available,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":36,""line_end"":37}]",README instructs users to use external test-suite-sql-eval repo for evaluation; no evaluator code included in this packet.,high
B011,Dr.Spider,Evaluator implementation available,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":37}]",The repository does not contain the evaluator code. It delegates evaluation to an external repository (test-suite-sql-eval) as described in the README.,high
B011,Dr.Spider,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":38},{""source_id"":""E001"",""line_start"":45,""line_end"":56}]","No description is provided of how ties, multiple valid SQL queries, execution errors, or ambiguous cases are handled beyond generic reference to EX accuracy and an external evaluator.",high
B011,Dr.Spider,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":43,""line_end"":66}]",Leaderboard tables show aggregated averages but no grading or tie-breaking rules are described anywhere in the packet.,medium
B011,Dr.Spider,Grading rules & tie-breaking,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":37}]","Grading rules (e.g., handling ties, semantic equivalence details) are delegated entirely to the external test-suite-sql-eval repository and are not documented in the packet.",high
B011,Dr.Spider,Predictions->aggregate-score mapping,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":45,""line_end"":56},{""source_id"":""E001"",""line_start"":61,""line_end"":66}]","Tables describe pre/post EX accuracy per category and “macro average results” over DB/NLQ/SQL test sets, implying per-example EX then averaged by test set then macro-averaged. Exact per-example scoring and weighting are not formally specified.",medium
B011,Dr.Spider,Predictions->aggregate-score mapping,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":14,""line_end"":33},{""source_id"":""E001"",""line_start"":45,""line_end"":46}]","Scripts show how predictions are copied/organized per perturbation category, and README shows macro-averaging across categories, but exact aggregation formula/code not shown.",medium
B011,Dr.Spider,Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":46}]",There is no code or documentation explaining how individual SQL query execution results are aggregated into category-wise macro averages in the provided packet.,high
B011,Dr.Spider,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":31,""line_end"":33},{""source_id"":""E002"",""line_start"":19,""line_end"":33}]","The location and format of prediction files are specified, but no concrete example pred.sql lines, JSON question entries, or end-to-end example of input-output and resulting score is shown.",high
B011,Dr.Spider,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":31,""line_end"":32}]",README references prediction file paths (pred.sql) but no actual sample predictions or trajectories are included in the packet.,medium
B011,Dr.Spider,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":31,""line_end"":32}]","The repository describes where to place model predictions (e.g., predictions/[perturbation_namq]/[model_name]/pred.sql) but does not provide sample prediction files or trajectories in the packet.",high
B012,InfiAgent-DABench,Input/expected-output schema,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":31,""line_end"":40},{""source_id"":""E002"",""line_start"":52,""line_end"":61},{""source_id"":""E003"",""line_start"":129,""line_end"":131},{""source_id"":""E003"",""line_start"":154,""line_end"":162},{""source_id"":""E003"",""line_start"":182,""line_end"":188}]",Schemas are defined in code: labels JSONL with fields id and common_answers; questions JSONL with id and concepts; responses as list/JSONL with id and response. eval.py shows structure of prediction records.,high
B012,InfiAgent-DABench,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":137,""line_end"":150}]","Questions and labels files referenced (jsonl paths, 'id', 'common_answers', 'concepts') but no formal schema definition or sample shown.",medium
B012,InfiAgent-DABench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":31,""line_end"":49},{""source_id"":""E003"",""line_start"":157,""line_end"":190}]",The input structures (questions and concepts from JSONL) and labels/responses schemas are verified in the data loading and response parsing code of the evaluation and prediction scripts.,high
B012,InfiAgent-DABench,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":18,""line_end"":25},{""source_id"":""E002"",""line_start"":28,""line_end"":49},{""source_id"":""E002"",""line_start"":64,""line_end"":76},{""source_id"":""E002"",""line_start"":79,""line_end"":107},{""source_id"":""E002"",""line_start"":110,""line_end"":121},{""source_id"":""E002"",""line_start"":123,""line_end"":131},{""source_id"":""E002"",""line_start"":155,""line_end"":163}]","Accuracy by question, by sub-question, proportional by sub-question, and concept-based accuracies are explicitly defined via functions and printed; equality uses exact match or numeric tolerance 1e-6.",high
B012,InfiAgent-DABench,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":111,""line_end"":131}]","Accuracy by question, by sub-question, and proportional accuracy metrics are explicitly implemented and computed in code.",high
B012,InfiAgent-DABench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":110,""line_end"":132}]","Accuracy metrics are defined and computed, including Accuracy by Question, Accuracy by Sub-Question, and Accuracy Proportional by Sub-Question.",high
B012,InfiAgent-DABench,Evaluator implementation available,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":28,""line_end"":49},{""source_id"":""E002"",""line_start"":110,""line_end"":121},{""source_id"":""E002"",""line_start"":123,""line_end"":131},{""source_id"":""E002"",""line_start"":134,""line_end"":199},{""source_id"":""E001"",""line_start"":33,""line_end"":36}]","Full Python implementation of the DABench closed-form evaluator is provided in eval_closed_form.py, including file I/O, scoring, analysis, printing, and JSON output. README references DAEval for this benchmark.",high
B012,InfiAgent-DABench,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":203}]","Full evaluator script eval_closed_form.py implements extraction, comparison, and accuracy computation end-to-end.",high
B012,InfiAgent-DABench,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":9,""line_end"":50}]",The python evaluation script 'eval_closed_form.py' extracts predictions and compares them against ground truth values using a specific matching tolerance.,high
B012,InfiAgent-DABench,Grading rules & tie-breaking,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":9,""line_end"":15},{""source_id"":""E002"",""line_start"":18,""line_end"":25},{""source_id"":""E002"",""line_start"":28,""line_end"":47},{""source_id"":""E002"",""line_start"":110,""line_end"":121}]",Grading rules are explicit: responses parsed as @name[value]; correctness per sub-answer via exact or numeric match within 1e-6; question correctness requires all sub-answers correct. No additional tie-breaking beyond these rules.,high
B012,InfiAgent-DABench,Grading rules & tie-breaking,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":18,""line_end"":26}]",is_equal function defines exact/numeric tolerance comparison; no tie-breaking rules for ambiguous or multi-format answers discussed.,medium
B012,InfiAgent-DABench,Grading rules & tie-breaking,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":18,""line_end"":26}]","An exact match is required for text, and a tolerance of absolute difference under 1e-6 is defined for numeric comparisons in 'is_equal'. No tie-breaking applies.",high
B012,InfiAgent-DABench,Predictions->aggregate-score mapping,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":28,""line_end"":49},{""source_id"":""E002"",""line_start"":110,""line_end"":121},{""source_id"":""E002"",""line_start"":155,""line_end"":167},{""source_id"":""E002"",""line_start"":190,""line_end"":199}]","Mapping is coded: per-question correctness derived from sub-answers, then aggregated to scalar accuracies. Main results dict and JSON output show how per-item correctness aggregates to benchmark-level scores.",high
B012,InfiAgent-DABench,Predictions->aggregate-score mapping,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":152,""line_end"":199}]",Main function computes and writes aggregate accuracy metrics and concept-level breakdowns into a JSON output file.,high
B012,InfiAgent-DABench,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":111,""line_end"":132},{""source_id"":""E002"",""line_start"":155,""line_end"":166}]",Evaluations are aggregated across all questions/sub-questions and printed/exported as percentage-based accuracy scores.,high
